시설물명,종류,인접도로명,이격거리(px),상세주소,위도,경도
"농어촌공사효빈본부","일반건물","성설로","56","효빈광역시 청엽구 마잡2동(마잡동)","-33397","19630"
"청능아파트","일반건물","북효빈로","116","효빈광역시 북구 청능동","-26161","19636"
"고송강변공원","일반건물","요소로","123","효빈광역시 북구 고송7동(고송동)","-24837","19652"
"국가철도공단 효빈본부","일반건물","요소로","141","효빈광역시 북구 청능동","-25744","19672"
"고송강변아파트","일반건물","고송동서로","130","효빈광역시 북구 고송7동(고송동)","-24972","19673"
"호중교차로","일반건물","덕성로","14","효빈광역시 중구 신덕동","-30303","19688"
"마잡역","지하철역","성설로","4","효빈광역시 청엽구 마잡2동(마잡동)","-33660","19689"
"야마부키 베이커리 효빈점","일반건물","요소로","79","효빈광역시 북구 사능2동(사능동3가)","-28468","19706"
"천왕사 제일아파트","일반건물","천왕사로","147","효빈광역시 북구 천왕사동","-27115","19715"
"천왕사 행복주택","일반건물","천왕사로","97","효빈광역시 북구 천왕사동","-26871","19732"
"동고송역 푸르지오","일반건물","고송동서로","74","효빈광역시 북구 고송7동(고송동)","-25176","19737"
"효빈교육대학교","일반건물","노현로","80","효빈광역시 북구 천왕사동","-26474","19740"
"사능동3가역","지하철역","효빈대학로","24","효빈광역시 북구 사능1동(사능동3가)","-28754","19745"
"내조공원","일반건물","효빈역전로","98","효빈광역시 중구 내조1동(내조동)","-29619","19754"
"단남초","일반건물","성설로","57","효빈광역시 청엽구 비마리동(사노동)","-30899","19756"
"반도유보라 고송아파트","일반건물","청고로","143","효빈광역시 북구 고송7동(고송동)","-24108","19764"
"내조공원역","지하철역","효빈역전로","67","효빈광역시 중구 내조1동(내조동)","-29650","19769"
"LG전자 베스트샵 마잡점","일반건물","성설로","83","효빈광역시 청엽구 마잡2동(마잡동)","-34331","19769"
"철도사원2단지","일반건물","고송대로","53","효빈광역시 북구 청능동","-25554","19772"
"색수초","일반건물","당찬로","42","효빈광역시 청엽구 마잡2동(마잡동)","-33021","19777"
"북효빈역","지하철역","요소로","82","효빈광역시 북구 청능동","-25988","19778"
"마잡중","일반건물","성설로","95","효빈광역시 청엽구 마잡2동(마잡동)","-33906","19779"
"이마트 마잡점","일반건물","구락로","8","효빈광역시 청엽구 마잡2동(마잡동)","-34105","19789"
"빌리브 고송아파트","일반건물","청고로","142","효빈광역시 북구 고송7동(고송동)","-24393","19791"
"치남 더샵아파트(2029년예정)","일반건물","역사로","142","효빈광역시 북구 사능1동(치남동)","-29165","19795"
"청능주공","일반건물","고송동서로","175","효빈광역시 북구 청능동","-25277","19806"
"마잡주공2단지","일반건물","성설로","131","효빈광역시 청엽구 마잡2동(마잡동)","-33323","19817"
"이사초중학교","일반건물","성설로","127","효빈광역시 청엽구 비마리동(비마동)","-31834","19819"
"이사중학교","일반건물","성설로","127","효빈광역시 청엽구 비마리동(비마동)","-31834","19819"
"맥도날드 마잡DT","일반건물","당찬로","77","효빈광역시 청엽구 마잡1동(마잡동)","-32902","19829"
"포레나 고송아파트","일반건물","효빈로","88","효빈광역시 북구 고송7동(고송동)","-24657","19850"
"사능1동행정복지센터","일반건물","역사로","67","효빈광역시 북구 사능1동(사능동3가)","-28537","19868"
"마잡2동행정복지센터","일반건물","칠심로","51","효빈광역시 청엽구 마잡2동(마잡동)","-33549","19880"
"고송7동행정복지센터","일반건물","고화로","134","효빈광역시 북구 고송7동(고송동)","-24844","19890"
"사가당 우미린 아파트","일반건물","성설로","207","효빈광역시 동구 사가당1동(사가당동)","-30463","19914"
"동곡초","일반건물","창전로","70","효빈광역시 창전구 동곡동","-34385","19915"
"사능역","지하철역","역사로","10","효빈광역시 북구 사능1동(사능동3가)","-28721","19925"
"비마리유적지구","일반건물","앵소로","157","효빈광역시 청엽구 비마리동(비마동)","-31547","19932"
"비마리유적공원사거리","일반건물","앵소로","157","효빈광역시 청엽구 비마리동(비마동)","-31547","19932"
"비마 로젤리아 아파트","일반건물","효빈공단로","215","효빈광역시 청엽구 비마리동(비마동)","-32215","19933"
"치남역","지하철역","뿌리빛로","23","효빈광역시 북구 사능1동(치남동)","-28846","19940"
"홈플러스 효빈역점","일반건물","효빈역전로","45","효빈광역시 동구 사가당1동(사가당동)","-29764","19953"
"비마리유적지구역","지하철역","청엽로","8","효빈광역시 청엽구 비마리동(비마동)","-31354","19989"
"고속버스터미널역","지하철역","요소로","5","효빈광역시 북구 천왕사동(해서동)","-27780","20003"
"한국철도공사 효빈본부","일반건물","청능도매시장로","276","효빈광역시 북구 청능동(입선동)","-25898","20004"
"사가당공원","일반건물","덕성로","60","효빈광역시 동구 사가당1동(사가당동)","-30248","20023"
"비마고","일반건물","효빈공단로","92","효빈광역시 청엽구 비마리동(비마동)","-32522","20030"
"사가당공원","일반건물","역사로","101","효빈광역시 북구 사능1동(치남동)","-29235","20056"
"신세계백화점 효빈점","일반건물","요소로","82","효빈광역시 북구 천왕사동(해서동)","-27601","20088"
"사능고","일반건물","효빈대학로","95","효빈광역시 북구 사능1동(치남동)","-28904","20095"
"가족센터역","지하철역","효빈대학로","3","효빈광역시 북구 사능1동(치남동)","-29109","20130"
"메가박스 효빈터미널","일반건물","요소로","140","효빈광역시 북구 천왕사동(해서동)","-27657","20146"
"동곡아파트","일반건물","창전로","132","효빈광역시 창전구 동곡동","-34323","20158"
"비마 쓰리와이 2단지","일반건물","효빈공단로","216","효빈광역시 청엽구 비마리동(비마동)","-32215","20164"
"언산초","일반건물","효빈공단로","177","효빈광역시 청엽구 비마리동(비마동)","-32608","20172"
"마잡주공3단지","일반건물","칠심로","181","효빈광역시 청엽구 마잡2동(마잡동)","-33312","20172"
"한라비발디 고송아파트","일반건물","청고로","142","효빈광역시 북구 고송7동(고송동)","-24393","20202"
"비동역","지하철역","당찬로","36","효빈광역시 청엽구 마잡2동(마잡동)","-32938","20213"
"효빈고속버스터미널","일반건물","당선로","176","효빈광역시 북구 천왕사동(해서동)","-27717","20254"
"북구가족센터","일반건물","효빈대학로","36","효빈광역시 동구 사가당1동(사가당동)","-29240","20260"
"선부아파트","일반건물","고송동서로","184","효빈광역시 북구 청능동","-25292","20264"
"비마 베르데 아파트","일반건물","앵소로","165","효빈광역시 청엽구 비마리동(비마동)","-31870","20268"
"금호어울림 고송아파트","일반건물","효빈로","135","효빈광역시 북구 진희동(고송동)","-24703","20281"
"효빈제일초중고등학교","일반건물","고송동서로","101","효빈광역시 북구 진희동","-25007","20282"
"북구 가족센터","일반건물","효빈대학로","89","효빈광역시 동구 사가당1동(사가당동)","-29178","20282"
"우전병원","일반건물","칠심로","73","효빈광역시 청엽구 마잡2동(서증동)","-33564","20284"
"천년가 고송아파트","일반건물","고송해안로","122","효빈광역시 북구 고송7동(고송동)","-24108","20286"
"쉐르빌 고송","일반건물","고송동서로","41","효빈광역시 북구 진희동","-25149","20288"
"사가당공원역","지하철역","효빈대학로","1","효빈광역시 동구 사가당1동(사가당동)","-29363","20302"
"효빈역 아쿠아 아파트","일반건물","효빈역전로","110","효빈광역시 동구 사가당1동(사가당동)","-29596","20305"
"맥도날드 효빈터미널점","일반건물","당선로","232","효빈광역시 북구 천왕사동(해서동)","-27665","20322"
"소부초중학교","일반건물","효빈로","87","효빈광역시 북구 진희동","-24481","20351"
"HSCO(북구 생곡동)","일반건물","뿌리빛로","221","효빈광역시 북구 사능1동(생곡동)","-28359","20362"
"청능도매시장","일반건물","청능도매시장로","72","효빈광역시 북구 청능동(입선동)","-26101","20367"
"동부경찰서","일반건물","효빈역전로","114","효빈광역시 동구 사가당1동(사가당동)","-29818","20368"
"사능행복주택","일반건물","뿌리빛로","256","효빈광역시 북구 사능1동(사능동3가)","-28838","20374"
"비마 쓰리와이 3단지","일반건물","효빈공단로","233","효빈광역시 청엽구 비마리동(비마동)","-32200","20383"
"효빈북여자중고등학교","일반건물","이남로","74","효빈광역시 북구 진희동","-24343","20388"
"효빈북여자고등학교","일반건물","이남로","74","효빈광역시 북구 진희동","-24343","20388"
"에덴빌","일반건물","창전로","161","효빈광역시 창전구 동곡동","-34293","20467"
"비마 금광 베네스타 아파트","일반건물","앵소로","194","효빈광역시 청엽구 비마리동(비마동)","-31900","20470"
"사가당 주공 아파트 1단지","일반건물","덕성로","247","효빈광역시 동구 사가당1동(사가당동)","-30266","20472"
"사능가족아파트","일반건물","에이치스코로","156","효빈광역시 북구 사능1동(치남동)","-29002","20480"
"사가당1동행정복지센터","일반건물","덕성로","56","효빈광역시 동구 사가당1동(사가당동)","-30062","20488"
"이마트 효빈터미널점","일반건물","보몽로","104","효빈광역시 북구 천왕사동(해서동)","-27620","20495"
"효빈시외버스터미널","일반건물","당선로","71","효빈광역시 북구 천왕사동(해서동)","-27836","20504"
"입선아파트","일반건물","이남로","55","효빈광역시 북구 청능동(입선동)","-25828","20517"
"마잡 루비 아파트","일반건물","당찬로","43","효빈광역시 청엽구 마잡2동(마잡동)","-33013","20560"
"원각초","일반건물","고송동서로","59","효빈광역시 북구 진희동","-25170","20565"
"효빈역","지하철역","효빈역전로","15","효빈광역시 동구 사가당1동(사가당동)","-29645","20568"
"산남고","일반건물","고송대로","85","효빈광역시 북구 청능동(입선동)","-25655","20569"
"천왕사(절)","일반건물","이남로","46","효빈광역시 북구 천왕사동","-26764","20575"
"CGV 효빈역","일반건물","효빈역전로","109","효빈광역시 동구 사가당1동(사가당동)","-29744","20579"
"애니메이트 효빈역점","일반건물","효빈역전로","82","효빈광역시 동구 사가당1동(사가당동)","-29533","20580"
"ak플라자 효빈점","일반건물","효빈역전로","115","효빈광역시 동구 사가당1동(사가당동)","-29490","20595"
"버거킹 효빈역점","일반건물","효빈역전로","116","효빈광역시 동구 사가당1동(사가당동)","-29734","20616"
"비마 푸르지오 1단지","일반건물","효빈공단로","105","효빈광역시 청엽구 비마리동(비마동)","-32540","20625"
"입상","일반건물","이남로","196","효빈광역시 북구 청능동(입희동)","-25381","20658"
"서노초","일반건물","효빈로","133","효빈광역시 북구 진희동","-24702","20667"
"비마리동행정복지센터","일반건물","앵소로","68","효빈광역시 청엽구 비마리동(비마동)","-31639","20668"
"비마동행정복지센터","일반건물","앵소로","68","효빈광역시 청엽구 비마리동(비마동)","-31639","20668"
"진희주공1단지","일반건물","청고로","125","효빈광역시 북구 진희동","-24382","20669"
"비마 푸르지오 2단지","일반건물","노산로","186","효빈광역시 청엽구 비마리동(비마동)","-32205","20679"
"시장상인아파트","일반건물","청능도매시장로","83","효빈광역시 북구 청능동(입선동)","-26089","20692"
"효빈역","일반건물","효빈역전로","92","효빈광역시 동구 사가당1동(사가당동)","-29672","20693"
"버거킹 천왕사점","일반건물","세하로","43","효빈광역시 북구 천왕사동","-27344","20695"
"사가당초","일반건물","우택로","75","효빈광역시 동구 사가당1동(사가당동)","-30115","20705"
"한신더휴진희","일반건물","고송해안로","127","효빈광역시 북구 진희동","-24098","20708"
"북천","일반건물","창전로","83","효빈광역시 창전구 동곡동","-34537","20709"
"입선초중학교","일반건물","입선로","145","효빈광역시 북구 청능동(입선동)","-25567","20719"
"색수고","일반건물","노산로","141","효빈광역시 청엽구 마잡2동(마잡동)","-32755","20725"
"KFC 효빈역점","일반건물","효빈역전로","178","효빈광역시 동구 사가당1동(사가당동)","-29751","20728"
"진희역","지하철역","고송동서로","94","효빈광역시 북구 진희동","-25019","20743"
"사노고","일반건물","앵소로","118","효빈광역시 청엽구 비마리동(사노동)","-31089","20748"
"비마 쓰리와이 1단지","일반건물","노산로","116","효빈광역시 청엽구 비마리동(비마동)","-31833","20748"
"맥도날드 효빈역","일반건물","효빈역전로","132","효빈광역시 동구 사가당1동(사가당동)","-29688","20755"
"마린시티","일반건물","노산로","114","효빈광역시 창전구 동곡동","-34328","20755"
"천왕아파트","일반건물","입선로","106","효빈광역시 북구 천왕사동","-26537","20756"
"천왕사아파트1단지","일반건물","입선로","116","효빈광역시 북구 천왕사동","-26822","20756"
"월삼중고등학교","일반건물","노산로","112","효빈광역시 창전구 동곡동","-34665","20758"
"동곡중고등학교","일반건물","노산로","100","효빈광역시 창전구 동곡동","-33920","20769"
"해서중","일반건물","세하로","142","효빈광역시 북구 천왕사동(해서동)","-27538","20774"
"효빈소방본부","일반건물","청엽로","68","효빈광역시 청엽구 비마리동(사노동)","-31423","20774"
"효빈지방소방본부","일반건물","청엽로","68","효빈광역시 청엽구 비마리동(사노동)","-31423","20774"
"GS자이 아파트 덕현","일반건물","에이치스코로","144","효빈광역시 동구 덕현1동(덕현동)","-28840","20782"
"천왕사초","일반건물","이남로","189","효빈광역시 북구 천왕사동","-27172","20814"
"한국환경공단 효빈덕북환경본부","일반건물","입선로","30","효빈광역시 북구 진희동","-25065","20838"
"해서초","일반건물","보몽로","201","효빈광역시 북구 천왕사동(해서동)","-27696","20848"
"개포초","일반건물","당선로","112","효빈광역시 북구 천왕사동(해서동)","-27816","20850"
"효빈역 주공","일반건물","덕성로","60","효빈광역시 동구 사가당1동(사가당동)","-30019","20851"
"비마역","지하철역","노산로","10","효빈광역시 청엽구 비마리동(비마동)","-32496","20856"
"사노역","지하철역","앵소로","0","효빈광역시 청엽구 비마리동(사노동)","-31356","20868"
"효빈동초","일반건물","효빈역전로","91","효빈광역시 동구 덕현1동(덕현동)","-29410","20882"
"입선역","지하철역","청능도매시장로","11","효빈광역시 북구 청능동(입선동)","-26161","20886"
"사가당2동행정복지센터","일반건물","앵소로","39","효빈광역시 동구 사가당2동(사가당동)","-30474","20895"
"맥도날드 사노DT","일반건물","노산로","47","효빈광역시 청엽구 비마리동(사노동)","-31856","20911"
"버거킹 비마점","일반건물","효빈공단로","44","효빈광역시 청엽구 비마리동(사노동)","-32394","20924"
"새곡초","일반건물","악내로","36","효빈광역시 청엽구 비마리동(사노동)","-30841","20946"
"단라초","일반건물","노산로","83","효빈광역시 청엽구 비마리동(사노동)","-31977","20948"
"서증초","일반건물","노산로","88","효빈광역시 청엽구 마잡2동(서증동)","-33655","20956"
"효빈동여자중고등학교","일반건물","덕성로","91","효빈광역시 동구 사가당1동(사가당동)","-30035","20966"
"사가당고","일반건물","앵소로","100","효빈광역시 동구 사가당2동(사가당동)","-30595","20970"
"비내중","일반건물","노산로","114","효빈광역시 청엽구 비마리동(사노동)","-32640","20980"
"산원초","일반건물","구락로","90","효빈광역시 창전구 동곡동","-34168","20984"
"이남고","일반건물","노현로","60","효빈광역시 북구 청능동(입선동)","-26329","20988"
"사노 팔레트 아파트","일반건물","노산로","123","효빈광역시 청엽구 비마리동(사노동)","-32135","20988"
"천왕사아파트 2단지","일반건물","평안명로","109","효빈광역시 북구 천왕사동","-26574","20992"
"치남초","일반건물","입선로","129","효빈광역시 북구 청능동(입희동)","-25486","20994"
"사경초","일반건물","악내로","56","효빈광역시 동구 사가당2동(사가당동)","-30749","20994"
"롯데백화점 진희점","일반건물","고송동서로","90","효빈광역시 북구 진희동","-25025","21006"
"천왕사중고","일반건물","천왕사로","106","효빈광역시 북구 천왕사동","-26858","21017"
"효빈북부공고","일반건물","중탄로","118","효빈광역시 북구 천왕사동(해서동)","-27678","21028"
"더리브 진희","일반건물","고송동서로","24","효빈광역시 북구 진희동","-25139","21034"
"사노초","일반건물","청엽로","94","효빈광역시 청엽구 비마리동(사노동)","-31447","21040"
"스타시티 아파트","일반건물","고송동서로","167","효빈광역시 북구 청능동(입희동)","-25282","21044"
"진희이편한세상","일반건물","고송해안로","123","효빈광역시 북구 진희동","-24081","21051"
"서증 샤론 아파트","일반건물","당찬로","154","효빈광역시 청엽구 마잡2동(서증동)","-32814","21055"
"입희주공","일반건물","소진로","164","효빈광역시 북구 청능동(입희동)","-25710","21056"
"동구초","일반건물","우택로","41","효빈광역시 동구 사가당2동(사가당동)","-30165","21060"
"롯데시네마 진희","일반건물","고송동서로","88","효빈광역시 북구 진희동","-25027","21068"
"동곡베이트아파트","일반건물","창전로","112","효빈광역시 창전구 동곡동","-34565","21075"
"보몽역","지하철역","보몽로","12","효빈광역시 동구 전천동","-28830","21076"
"전천역","지하철역","전천로","9","효빈광역시 동구 전천동","-28259","21077"
"동부소방서","일반건물","덕청대로","56","효빈광역시 동구 덕현1동(덕현동)","-29766","21093"
"불라인아파트","일반건물","고송대로","119","효빈광역시 북구 청능동(입희동)","-26042","21098"
"동곡동행정복지센터","일반건물","구락로","78","효빈광역시 창전구 동곡동","-33998","21110"
"근선초","일반건물","청능도매시장로","104","효빈광역시 북구 청능동(입선동)","-26275","21118"
"롯데슈퍼 효빈사가당점","일반건물","덕성로","73","효빈광역시 동구 사가당2동(사가당동)","-30013","21140"
"롯데마트 진희점","일반건물","소진로","69","효빈광역시 북구 진희동","-25006","21145"
"가동사거리역","지하철역","앵소로","0","효빈광역시 동구 사가당2동(사가당동)","-30305","21150"
"천왕사동행정복지센터","일반건물","천왕사로","61","효빈광역시 북구 천왕사동","-27024","21164"
"보몽역 자이아파트","일반건물","뿌리빛로","98","효빈광역시 동구 전천동","-28749","21181"
"덕현 시영아파트","일반건물","효빈역전로","93","효빈광역시 동구 덕현1동(덕현동)","-29529","21198"
"진희주공2단지","일반건물","운동장로","186","효빈광역시 북구 진희동","-24460","21204"
"사노 아잘레아 아파트 1단지","일반건물","효빈공단로","127","효빈광역시 청엽구 비마리동(사노동)","-32568","21219"
"투자베르데 아파트","일반건물","덕청대로","104","효빈광역시 창전구 동곡동(투자동)","-35016","21223"
"효빈동중고등학교","일반건물","덕청대로","68","효빈광역시 동구 덕현2동(덕현동)","-29819","21224"
"효빈동고등학교","일반건물","덕청대로","68","효빈광역시 동구 덕현2동(덕현동)","-29819","21224"
"사노 파스텔아파트","일반건물","효빈공단로","267","효빈광역시 청엽구 비마리동(사노동)","-32174","21237"
"사가당 롯데아파트","일반건물","앵소로","124","효빈광역시 동구 사가당2동(사가당동)","-30074","21238"
"덕현아파트 1단지","일반건물","보몽로","211","효빈광역시 동구 덕현1동(덕현동)","-29214","21250"
"천왕사역","지하철역","중탄로","9","효빈광역시 북구 천왕사동","-27125","21262"
"도모초","일반건물","중탄로","61","효빈광역시 북구 천왕사동","-27330","21276"
"입희중","일반건물","소진로","70","효빈광역시 북구 청능동(입희동)","-25716","21290"
"사가당 푸르지오 아파트 1단지","일반건물","송남로","179","효빈광역시 동구 사가당3동(사가당동)","-30494","21292"
"삼선대병원","일반건물","소진로","99","효빈광역시 북구 청능동(입희동)","-25866","21320"
"사노중","일반건물","구남로","78","효빈광역시 청엽구 비마리동(사노동)","-31772","21327"
"잠선초","일반건물","운동장로","95","효빈광역시 북구 진희동","-24141","21328"
"동곡역","지하철역","덕청대로","2","효빈광역시 창전구 동곡동","-34063","21329"
"덕현1동행정복지센터","일반건물","보몽로","20","효빈광역시 동구 덕현1동(덕현동)","-29055","21363"
"이엽초","일반건물","덕청대로","49","효빈광역시 창전구 동곡동","-34219","21374"
"서증중","일반건물","당찬로","113","효빈광역시 청엽구 마잡2동(서증동)","-32853","21383"
"신나초","일반건물","효빈공단로","98","효빈광역시 청엽구 비마리동(사노동)","-32345","21398"
"트레이더스 진희점","일반건물","청고로","26","효빈광역시 북구 진희동","-24293","21408"
"진희트레이더스","일반건물","청고로","26","효빈광역시 북구 진희동","-24293","21408"
"진희 이지더원","일반건물","고송해안로","110","효빈광역시 북구 진희동","-24019","21409"
"기타초","일반건물","송남로","154","효빈광역시 청엽구 비마리동(사노동)","-32110","21415"
"애포초(예정)","일반건물","청엽로","53","효빈광역시 청엽구 비마리동(사노동)","-31302","21418"
"동구청공원","일반건물","덕청대로","58","효빈광역시 동구 덕현2동(덕현동)","-29766","21422"
"홈플러스 사노점","일반건물","송남로","81","효빈광역시 청엽구 비마리동(사노동)","-30893","21425"
"어장고","일반건물","구남로","66","효빈광역시 청엽구 비마리동(사노동)","-31970","21432"
"덕현 서희 스타힐스 아파트","일반건물","뿌리빛로","168","효빈광역시 동구 덕현1동(덕현동)","-28842","21440"
"덕현아파트 2단지","일반건물","보몽로","174","효빈광역시 동구 덕현1동(덕현동)","-29408","21440"
"롯데시네마 청엽","일반건물","송남로","109","효빈광역시 청엽구 비마리동(사노동)","-30998","21453"
"맥도날드 동곡DT","일반건물","덕청대로","59","효빈광역시 창전구 동곡동","-33830","21453"
"백천역","지하철역","중탄로","9","효빈광역시 북구 천왕사동","-26603","21481"
"투자초중학교","일반건물","창전로","74","효빈광역시 창전구 동곡동","-34526","21490"
"고점초","일반건물","효빈공단로","104","효빈광역시 청엽구 청엽1동(청엽동)","-32548","21519"
"동구청","일반건물","덕성로","60","효빈광역시 동구 덕현2동(덕현동)","-29895","21524"
"천왕사 푸르지오 아파트 1단지","일반건물","천왕사로","148","효빈광역시 북구 천왕사동","-27110","21535"
"전천동행정복지센터","일반건물","전천로","102","효빈광역시 동구 전천동","-28428","21538"
"사가당3동행정복지센터","일반건물","우택로","58","효빈광역시 동구 사가당3동(사가당동)","-30337","21538"
"사가당 주공 아파트 2단지","일반건물","앵소로","125","효빈광역시 동구 사가당3동(사가당동)","-30145","21545"
"마장중","일반건물","송남로","84","효빈광역시 청엽구 청엽6동(청엽동)","-31755","21550"
"투자 모르포니카아파트","일반건물","팔삼로","13","효빈광역시 창전구 동곡동(투자동)","-35235","21563"
"투자역","지하철역","동곡로","2","효빈광역시 창전구 동곡동(투자동)","-34804","21572"
"선자대학교","일반건물","전천로","139","효빈광역시 동구 전천동","-28190","21575"
"덕현2동행정복지센터","일반건물","덕청대로","23","효빈광역시 동구 덕현2동(덕현동)","-29753","21581"
"송엽상고","일반건물","외초로","73","효빈광역시 청엽구 청엽5동(청엽동)","-31281","21593"
"효빈동구보건소","일반건물","오내로","71","효빈광역시 동구 덕현2동(덕현동)","-29831","21628"
"사가당 푸르지오 아파트 2단지","일반건물","우택로","201","효빈광역시 동구 사가당3동(사가당동)","-30467","21649"
"천왕사 래미안 아파트(2029년예정)","일반건물","세하로","176","효빈광역시 북구 천왕사동","-27326","21656"
"효빈종합운동장 북부","일반건물","고송대로","43","효빈광역시 북구 청능동(입희동)","-26058","21657"
"청엽5동행정복지센터","일반건물","외초로","169","효빈광역시 청엽구 청엽5동(청엽동)","-31143","21658"
"쌍엽여중고","일반건물","창전로","56","효빈광역시 창전구 동곡동","-34508","21663"
"우전 영무예다음 아파트","일반건물","당찬로","158","효빈광역시 청엽구 우전1동(우전동)","-32807","21666"
"청엽아쿠아 1단지","일반건물","송남로","50","효빈광역시 청엽구 청엽1동(청엽동)","-32276","21669"
"효빈종합고역","지하철역","효빈로","13","효빈광역시 북구 진희동","-24842","21697"
"진희고","일반건물","고송해안로","121","효빈광역시 북구 진희동","-23917","21712"
"청엽병원","일반건물","구남로","34","효빈광역시 청엽구 청엽6동(청엽동)","-31530","21729"
"버거킹 덕현역점","일반건물","오내로","29","효빈광역시 동구 덕현2동(덕현동)","-29874","21743"
"덕현 아크로 폴리스 아파트","일반건물","뿌리빛로","130","효빈광역시 동구 덕현3동(덕현동)","-28830","21747"
"고속철도공원","일반건물","효빈역전로","134","효빈광역시 동구 덕현3동(덕현동)","-29373","21748"
"청엽아쿠아2단지","일반건물","효빈공단로","139","효빈광역시 청엽구 청엽1동(청엽동)","-32585","21748"
"내산초","일반건물","동곡로","98","효빈광역시 창전구 동곡동(투자동)","-34904","21749"
"덕현3아파트","일반건물","효빈역전로","107","효빈광역시 동구 덕현2동(덕현동)","-29623","21752"
"덕현 이편한세상 아파트","일반건물","보몽로","171","효빈광역시 동구 덕현3동(덕현동)","-29209","21782"
"모카고","일반건물","구남로","78","효빈광역시 청엽구 청엽6동(청엽동)","-31636","21786"
"우전포핀아파트","일반건물","당찬로","106","효빈광역시 청엽구 우전1동(우전동)","-33070","21786"
"한국승강기안전공단 효빈덕빈지역본부","일반건물","구남로","112","효빈광역시 청엽구 청엽1동(청엽동)","-32165","21791"
"맥도날드 진희DT","일반건물","청고로","71","효빈광역시 북구 진희동","-24196","21795"
"덕현역","지하철역","오내로","1","효빈광역시 동구 덕현2동(덕현동)","-29788","21820"
"진희동행정복지센터","일반건물","청고로","23","효빈광역시 북구 진희동","-24290","21846"
"덕현중","일반건물","앵소로","84","효빈광역시 동구 덕현2동(덕현동)","-30038","21853"
"효빈북부소방서","일반건물","운동장로","150","효빈광역시 북구 청능동(입희동)","-25964","21854"
"신괴초","일반건물","덕청대로","95","효빈광역시 청엽구 우전1동(우전동)","-33286","21883"
"버거킹 투자점","일반건물","창전로","30","효빈광역시 창전구 동곡동(투자동)","-34482","21887"
"이지움 진희아파트","일반건물","고송해안로","85","효빈광역시 북구 진희동","-23842","21897"
"청엽6동행정복지센터","일반건물","구남로","227","효빈광역시 청엽구 청엽6동(청엽동)","-31772","21898"
"청엽초","일반건물","악내로","121","효빈광역시 청엽구 청엽5동(청엽동)","-30676","21903"
"오내 미래모아도 2단지","일반건물","세하로","153","효빈광역시 북구 오내1동(오내동)","-27383","21924"
"원남중","일반건물","송남로","114","효빈광역시 청엽구 우전1동(우전동)","-32640","21928"
"버거킹 입희점","일반건물","운동장로","40","효빈광역시 북구 진희동(입희동)","-25172","21929"
"오내 프리아파트","일반건물","천왕사로","149","효빈광역시 북구 오내1동(오내동)","-27110","21939"
"전천 주공아파트 1단지","일반건물","뿌리빛로","120","효빈광역시 동구 전천동","-28838","21954"
"전천주공1단지","일반건물","뿌리빛로","120","효빈광역시 동구 전천동","-28838","21954"
"팔조역","지하철역","팔조로","9","효빈광역시 창전구 팔조동","-35759","21957"
"입희역","지하철역","중탄로","14","효빈광역시 북구 청능동(입희동)","-26145","21960"
"오내 미래모아도 1단지","일반건물","운동장로","137","효빈광역시 북구 오내2동(오내동)","-27822","21968"
"롯데백화점 청엽점","일반건물","구남로","154","효빈광역시 청엽구 청엽1동(청엽동)","-32285","21973"
"전야공원","일반건물","효빈역전로","100","효빈광역시 동구 덕현3동(덕현동)","-29336","21987"
"CGV 청엽","일반건물","구남로","28","효빈광역시 청엽구 청엽6동(청엽동)","-31503","21988"
"월언초","일반건물","당찬로","164","효빈광역시 청엽구 우전1동(우전동)","-32800","21988"
"효빈종합고등학교","일반건물","소진로","153","효빈광역시 북구 진희동","-24642","21993"
"팔천중고등학교","일반건물","덕청대로","32","효빈광역시 청엽구 우전1동(우전동)","-33325","22018"
"맥도날드 덕현DT","일반건물","앵소로","52","효빈광역시 동구 덕현2동(덕현동)","-29895","22028"
"전덕초중학교","일반건물","운동장로","107","효빈광역시 동구 덕현3동(덕현동)","-29105","22039"
"산군중학교","일반건물","운동장로","118","효빈광역시 동구 덕현3동(덕현동)","-29279","22046"
"팔조 아이르 아파트","일반건물","팔조로","90","효빈광역시 창전구 팔조동","-35357","22054"
"롯데마트 맥스 창전점","일반건물","팔조로","105","효빈광역시 창전구 동곡동(투자동)","-34645","22067"
"청엽 아쿠아 2단지","일반건물","구남로","182","효빈광역시 청엽구 청엽1동(청엽동)","-31965","22079"
"청엽 우미 린 아파트","일반건물","청엽로","125","효빈광역시 청엽구 청엽6동(청엽동)","-31321","22082"
"투자 더샵 아파트(2027)","일반건물","팔조로","125","효빈광역시 창전구 동곡동(투자동)","-35000","22088"
"사가당아파트1단지","일반건물","우택로","32","효빈광역시 동구 사가당3동(사가당동)","-30175","22092"
"청엽경찰서","일반건물","청엽로","31","효빈광역시 청엽구 청엽6동(청엽동)","-31480","22094"
"모포 아파트","일반건물","구한로","118","효빈광역시 창전구 팔조동","-35668","22096"
"청엽우방 아이유쉘 아파트","일반건물","덕청대로","181","효빈광역시 청엽구 청엽6동(청엽동)","-31707","22116"
"청엽 중해 마루힐 아파트","일반건물","외초로","112","효빈광역시 청엽구 청엽5동(청엽동)","-30979","22133"
"전천중","일반건물","운동장로","28","효빈광역시 동구 전천동","-28631","22140"
"홈플러스 청엽점","일반건물","효빈공단로","113","효빈광역시 청엽구 청엽1동(청엽동)","-32337","22145"
